GLDay;GLMonth;GLYear;ConfigSKU;SKU;ConfigName;Supplier;Designer;Category;Buyer;Date QCed;01_WHSamples_OUT;02_SampleRoom_IN;03_SampleRoom_TO_studio;04_SampleRoom_FROM_studio;05_SampleRoom_OUT;06_WHSamples_IN
20.0;5.0;2015.0;WN4XR6U;WN4XR6U0007;Hush Puppies Chukka;Hush Puppies;Hush Puppies;Casual Shoes;Bukiwe;2015-04-20 10:53:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-11 00:00:00
20.0;5.0;2015.0;AH172PI;AH172PI0007;Hush Puppies Happen;Hush Puppies;Hush Puppies;Casual Shoes;Bukiwe;2015-04-20 10:53:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-11 00:00:00
;;;E3ETYC8;E3ETYC8000M;;;;;;;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-23 00:00:00;2015-04-23 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;947159V;947159VOSFA;Falke  black Soft cotton socks;Proline;FALKE;Underwear And Socks;Bukiwe;2015-05-15 08:49:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-14 00:00:00
;;;4TJY9HH;4TJY9HHOSFA;;;;;;;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;53KV12K;53KV12KOSFA;Falke Charcoal soft cotton socks;Proline;FALKE;Underwear And Socks;Bukiwe;2015-05-15 08:49:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-14 00:00:00
;;;U25AMY1;U25AMY1OSFA;;;;;;;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;;;2015-05-14 00:00:00
6.0;5.0;2015.0;3AQSN68;3AQSN68OSFA;Falke argyle black/brown socks;Proline;FALKE;Underwear And Socks;Bukiwe;2015-05-15 08:49:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;A7WK76B;A7WK76BOSFA;Falke navy soft cotton socks;Proline;FALKE;Underwear And Socks;Bukiwe;2015-05-15 08:49:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-14 00:00:00
;;;63M9E3I;63M9E3IOSFA;;;;;;;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-11 00:00:00
6.0;5.0;2015.0;43YZ37K;43YZ37KOSFA;Falke argyle black/grey;Proline;FALKE;Underwear And Socks;Bukiwe;2015-05-15 08:49:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-14 00:00:00
29.0;4.0;2015.0;6EX9NMN;6EX9NMN000M;pink/grey colourblock jersey dress;Chapatti;STYLE REPUBLIC;Dresses;Liezel;2015-04-20 10:53:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
;;;P4P53LX;P4P53LX000M;;;;;;;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;;;2015-05-12 00:00:00
15.0;4.0;2015.0;1Q8GR74;1Q8GR74OSFA;Zak Aron knit scarf;Chapatti ;STYLE REPUBLIC;Headwear And Neckwear;Bukiwe;2015-05-15 08:49:00;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-23 00:00:00;2015-04-23 00:00:00;2015-05-14 00:00:00
;;;38164H9;38164H9000M;;;;;;;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;2015-04-23 00:00:00;2015-04-23 00:00:00;2015-05-14 00:00:00
;;;76S6ZEU;76S6ZEU000M;;;;;;;2015-04-21 00:00:00;2015-04-22 00:00:00;2015-04-22 00:00:00;;;2015-05-14 00:00:00
20.0;5.0;2015.0;9ITR9NZ;9ITR9NZ000M;reebok Ec Basic Crew Pullover;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-04-22 14:18:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-14 00:00:00
13.0;5.0;2015.0;W157VDP;W157VDP0007;Glaston.;Jordan Shoes;Bronx;Casual Shoes;Bukiwe;2015-04-22 10:08:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
8.0;4.0;2015.0;KE7OKJF;KE7OKJF0032;Logger Ruffle Jeans;Sector Group;Lee;Men\'S Casual Bottoms;Craig;2015-04-22 10:08:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
15.0;4.0;2015.0;YM1PBH4;YM1PBH4000M;Reflection T-shirt;Sector Group;Lee;Casual Wear;Craig;2015-06-02 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-06-02 00:00:00
6.0;5.0;2015.0;E98M1C3;E98M1C3000M;Deep V-neck Knit;Chapatti;STYLE REPUBLIC;Casual Wear;Willem;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
8.0;4.0;2015.0;45GIK87;45GIK870032;Brooklyn Sun Digger;Sector Group;Lee;Men\'S Casual Bottoms;Craig;2015-06-01 16:06:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
6.0;5.0;2015.0;92NCW8U;92NCW8U0007;Courts with zip detail;Mega shoes;Mega shoes;Heels;Kristy;2015-04-23 09:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
22.0;4.0;2015.0;XI2YU4P;XI2YU4P0007;Long boots with double buckle;Footfocus;Dolce Vita;Boots;Kristy;2015-04-23 09:01:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
13.0;5.0;2015.0;1N68Q9T;1N68Q9T000M;100 Glacier 1/4l zip;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-12 00:00:00
6.0;5.0;2015.0;8K1G1MW;8K1G1MW0007;Courts with zip detail;Mega shoes;Mega shoes;Heels;Kristy;2015-04-23 09:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
15.0;7.0;2015.0;2154ZCN;2154ZCN0007;Formal slip shoes;Dangee;;;Bukiwe;;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
6.0;5.0;2015.0;ZKRQP2A;ZKRQP2AOSFA;DOUBLE PEARL STRAND HEADBAND;Jewels and Lace;Jewels and Lace;Hair Accessories;Khanitah;2015-06-02 00:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-13 00:00:00;2015-05-13 00:00:00;2015-06-02 00:00:00
6.0;5.0;2015.0;7RVP9W9;7RVP9W90007;Pumps with bow;Mega shoes;Mega shoes;Flats;Kristy;2015-04-23 09:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
6.0;5.0;2015.0;WF68OPM;WF68OPM0007;Pumps with bow;Mega shoes;Mega shoes;Flats;Kristy;2015-04-23 09:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
6.0;5.0;2015.0;7XZ6Q6O;7XZ6Q6OOSFA;FRESH WATER PEARL TWIN PACK EARRINGS;Jewels and Lace;Jewels and Lace;Jewelery;Khanitah;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;46E5A4V;46E5A4V000M;Deep V-neck Knit;Chapatti;STYLE REPUBLIC;Casual Wear;Willem;2015-04-22 14:18:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-05 00:00:00;2015-05-05 00:00:00;2015-05-29 00:00:00
6.0;5.0;2015.0;396ZK81;396ZK810007;Ankle boot with zip detail;Mega shoes;Mega shoes;Boots;Kristy;2015-04-23 09:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
13.0;5.0;2015.0;Q1ED6IO;Q1ED6IO0034;Paramount peak II convertible pant;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
6.0;5.0;2015.0;RKO3Z6X;RKO3Z6X0007;Embellished slip ons;Mega shoes;Mega shoes;Flats;Kristy;2015-04-23 09:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
;;;1QFL9R4;1QFL9R4000M;;;;;;;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;8R79265;8R79265OSFA;SILVER CROSS BRACELET;Jewels and Lace;Jewels and Lace;Jewelery;Khanitah;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
13.0;5.0;2015.0;6G725NJ;6G725NJ000M;100 Glacier full zip;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-12 00:00:00;2015-05-12 00:00:00;2015-06-02 00:00:00
20.0;5.0;2015.0;77GP92S;77GP92S000S;reebok Cuffed Fleece Pant;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-04-22 14:18:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
29.0;4.0;2015.0;664RMO6;664RMO6OSFA;Peak cap;Polo Distribution Pty Ltd;Polo;Boys;Kate;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
;;;1242E1H;1242E1H000M;;;;;;;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-12 00:00:00;2015-05-12 00:00:00;
15.0;7.0;2015.0;445RD3M;445RD3M0007;Formal slip on shoes;Dangee;MAZERATA;Formal Shoes;Bukiwe;2015-04-22 14:02:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
20.0;5.0;2015.0;D5UM98E;D5UM98E0007;Long high heel boot;Miss Black ;Miss Black;Boots;Kristy;2015-05-11 16:22:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-11 00:00:00
20.0;5.0;2015.0;4MBV5RH;4MBV5RH0007;Long boots with stud detail;Miss Black ;Miss Black;Boots;Kristy;2015-04-22 14:02:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
6.0;5.0;2015.0;9SA1ATZ;9SA1ATZOSFA;Blue stripe dummy clip;Pickalilly;Pickalilly;Boys;Kate;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
20.0;5.0;2015.0;Q6CS5D1;Q6CS5D1OSFA;Mila decor tote bag;Pauls Boutique;Paul’s Boutique;Handbags;Kristy;2015-05-29 15:20:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-22 00:00:00;2015-05-22 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;6OM5799;6OM57990007;lace up pointy boot;Miss Black ;Miss Black;Boots;Kristy;2015-04-22 14:02:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-11 00:00:00
20.0;5.0;2015.0;4F5FGUK;4F5FGUK0007;Long high heel boot;Miss Black ;Miss Black;Boots;Kristy;2015-04-22 15:54:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-11 00:00:00
6.0;5.0;2015.0;87FHV85;87FHV850034;Yoga Pant;Awesome Creative Agency;Lithe;Activewear;Catherine;2015-04-22 10:08:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-12 00:00:00
6.0;5.0;2015.0;396G4P6;396G4P6OSFA;TWIN PACK FLORAL RHINESTONE EARRINGS;Jewels and Lace;Jewels and Lace;Jewelery;Khanitah;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
29.0;4.0;2015.0;LVOX564;LVOX5640034;Red classic trench coat;Afrodizzy;edit;Jacket & Knitwear;Liezel;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-14 00:00:00
29.0;4.0;2015.0;CA9SSR3;CA9SSR30034;Black structured blouse;Afrodizzy;STYLE REPUBLIC;Tops;Liezel;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-12 00:00:00
6.0;5.0;2015.0;5Z3241E;5Z3241EOSFA;ORIGAMI PLANE NECKLACE;Jewels and Lace;Jewels and Lace;Jewelery;Khanitah;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
29.0;4.0;2015.0;2E7A445;2E7A4450034;Grey structured blouse;Afrodizzy;STYLE REPUBLIC;Tops;Liezel;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-14 00:00:00
6.0;5.0;2015.0;4JGCW1O;4JGCW1OOSFA;Pink stripe dummy clip;Pickalilly;Pickalilly;Girls;Kate;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
6.0;5.0;2015.0;4JEH3G9;4JEH3G9OSFA;Pink dot bandana bib;Pickalilly;Pickalilly;Girls;Kate;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
29.0;4.0;2015.0;68PV473;68PV4730034;Orange structured blouse;Afrodizzy;STYLE REPUBLIC;Tops;Liezel;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-14 00:00:00
6.0;5.0;2015.0;LU2HA5F;LU2HA5FOSFA;Grey mustache dummy clip;Pickalilly;Pickalilly;Boys;Kate;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
29.0;4.0;2015.0;KN92XUR;KN92XUR0034;Stone classic trench coat;Afrodizzy;edit;Jacket & Knitwear;Liezel;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;7L5SN27;7L5SN27OSFA;3 DROP FRESHWATER PEARL EARRINGS;Jewels and Lace;Jewels and Lace;Jewelery;Khanitah;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
13.0;5.0;2015.0;68O6P71;68O6P710032;Explore pant.;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:18:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-06-01 00:00:00
13.0;5.0;2015.0;GJ7FA68;GJ7FA680007;Glaston.;Jordan Shoes;Bronx;Casual Shoes;Bukiwe;2015-04-22 10:08:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
22.0;4.0;2015.0;JXHJGW7;JXHJGW70007;Long boots with double buckle;Footfocus;Dolce Vita;Boots;Kristy;2015-04-23 09:01:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
29.0;4.0;2015.0;2S647DE;2S647DE0034;Black classic trench coat;Afrodizzy;edit;Jacket & Knitwear;Liezel;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-14 00:00:00
15.0;4.0;2015.0;VDKZ229;VDKZ229000M;Hard Knock Hoodie;Sector Group;Lee;Casual Wear;Craig;2015-04-22 10:08:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-06-02 00:00:00
15.0;4.0;2015.0;7N7S4FL;7N7S4FL0008;Almos;Jordan Shoes;Anton Fabi;Casual Shoes;Bukiwe;2015-04-23 13:20:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
20.0;5.0;2015.0;1KPT3KY;1KPT3KY000M;reebok Delta Crew Pullover;Reebok;Reebok;;Bukiwe;;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
13.0;5.0;2015.0;KJLMCS4;KJLMCS4000M;Mittellegi FZ hoodie;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
20.0;5.0;2015.0;426C915;426C915000M;100 Glacier 1/4l zip;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-12 00:00:00
13.0;5.0;2015.0;IF824PN;IF824PN000M;100 Glacier full zip;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
6.0;5.0;2015.0;62KHVXZ;62KHVXZ000M;Deep V-neck Knit;Chapatti;STYLE REPUBLIC;Casual Wear;Willem;2015-04-22 14:18:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;5H4R499;5H4R4990034;Diamond print wrap dress;Toledo Clothing Cc;G.COUTURE;Dresses;JeanneMarie;2015-04-22 12:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
13.0;5.0;2015.0;ERRJE43;ERRJE430034;Paramount peak II convertible pant;Sector Group;The North Face;;Bukiwe;;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-06-01 00:00:00
20.0;5.0;2015.0;989S3X8;989S3X8000M;New Balance accelerate singlet graphic vest;New Balance Sa (Pty) Ltd;New Balance;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-06-01 00:00:00
6.0;5.0;2015.0;6LF21DV;6LF21DV0034;Ziz zag print wrap dress;Toledo Clothing Cc;G.COUTURE;Dresses;JeanneMarie;2015-04-22 12:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-13 00:00:00
20.0;5.0;2015.0;7LZI248;7LZI248000M;Gr Pd Tee;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-04-22 14:18:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-12 00:00:00
6.0;5.0;2015.0;H713937;H713937000M;Sports Jacket;Awesome Creative Agency;Lithe;Men\'S Activewear;Willem;2015-04-22 14:02:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-12 00:00:00
6.0;5.0;2015.0;9178M54;9178M54000M;Faux fur gilet;Toledo Clothing Cc;G.COUTURE;Jacket & Knitwear;JeanneMarie;2015-04-22 12:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;2KK6CKO;2KK6CKO000M;Flower tunic;Toledo Clothing Cc;G.COUTURE;Tops;JeanneMarie;2015-04-22 12:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;8RX4698;8RX4698OSFA;Star bandana bib;Pickalilly;Pickalilly;Boys;Kate;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
20.0;5.0;2015.0;7651G1L;7651G1L000M;reebok Glitch Pd Tee;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
6.0;5.0;2015.0;GUY9174;GUY91740007;Pumps with bow;Mega shoes;Mega shoes;Flats;Kristy;2015-04-23 09:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-13 00:00:00
20.0;5.0;2015.0;797M224;797M224000M;Reebok Logo Hooded Pullover;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-04-22 14:18:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-12 00:00:00
6.0;5.0;2015.0;V15QLOY;V15QLOY000M;Bodycon knit dress;Toledo Clothing Cc;G.COUTURE;Dresses;JeanneMarie;2015-04-22 12:00:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;
20.0;5.0;2015.0;U6UHG8M;U6UHG8M000S;Class v belted trunk;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-06-01 16:06:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
13.0;5.0;2015.0;2OF6N8S;2OF6N8S000M;100 Aurora jacket;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-12 00:00:00
6.0;5.0;2015.0;NC769PK;NC769PKOSFA;Poncho;Toledo Clothing Cc;G.COUTURE;Jacket & Knitwear;JeanneMarie;2015-05-12 11:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;;;2015-05-12 00:00:00
6.0;5.0;2015.0;JC3VXTC;JC3VXTCOSFA;5 strand fresh water pearl necklace;Jewels and Lace;Jewels and Lace;Jewelery;Khanitah;2015-05-29 15:20:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-05 00:00:00;2015-05-05 00:00:00;2015-05-29 00:00:00
20.0;5.0;2015.0;4V7ZUS1;4V7ZUS1000M;reebok Stronger Pd Ls Tee;Reebok;Reebok;Men\'S Activewear;Bukiwe;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
13.0;5.0;2015.0;9F2NEC8;9F2NEC80034;Paramount  II cargo shorts;Sector Group;The North Face;Men\'S Activewear;Bukiwe;2015-04-22 14:09:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-07 00:00:00;2015-05-07 00:00:00;2015-06-01 00:00:00
6.0;5.0;2015.0;B6LY1QV;B6LY1QVOSFA;FRESHWATER PEARLS ON SILVER PLATED BRACELET;Jewels and Lace;Jewels and Lace;Jewelery;Khanitah;2015-05-15 08:49:00;2015-04-22 00:00:00;2015-04-24 00:00:00;2015-04-24 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-14 00:00:00
;;;N94ENED;N94ENED000M;;;;;;;2015-05-04 00:00:00;2015-05-06 00:00:00;2015-05-06 00:00:00;2015-05-12 00:00:00;2015-05-12 00:00:00;2015-06-02 00:00:00
20.0;5.0;2015.0;HBC7664;HBC766400NA;Ceramic Snack Bowl Round 3Pc;Funki Lines;Nest;Dinnerware & Serveware;Kerry;2015-06-01 16:06:00;2015-05-04 00:00:00;2015-05-06 00:00:00;2015-05-06 00:00:00;2015-05-07 00:00:00;2015-05-08 00:00:00;2015-06-01 00:00:00
