GLDay;GLMonth;GLYear;ConfigSKU;SKU;ConfigName;Supplier;Designer;Category;Buyer;Date QCed;01_WHSamples_OUT;02_SampleRoom_IN;03_SampleRoom_TO_studio;04_SampleRoom_FROM_studio;05_SampleRoom_OUT;06_WHSamples_IN
3.0;6.0;2015.0;8OOP914;;essence XXXL shine lipgloss 34 Poppy Red;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;4Z19GI7;;essence longlasting lipstick nude 02 Porcelain Dol;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;NCL9554;;essence longlasting lipstick nude 03 Come Naturall;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;74H7ODN;;essence longlasting lipstick 20 Get the Look;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;286D8MM;;essence sun club 2in1 bronzing powder 20 Suntanned;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;PSS9664;;essence i love trends nail polish the nudes 03 I'm;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;74S5K62;;essence pure skin anti-spot mousse make-up 01 Matt;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;C9717D6;;essence i love trends nail polish the nudes 02 I n;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;P6X3LX5;;essence i love trends nail polish the nudes 08 Cru;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;E31355Y;;essence i love trends nail polish the nudes 01 Wal;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;128969K;;essence silky touch blush 90 Summer Dreaming;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;2J9VIFM;;essence i love trends nail polish the nudes 07 Hop;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;GK6S5IK;;essence i love trends nail polish the nudes 05 Pur;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;W53K9ND;;essence stay all day 16h long-lasting make-up 50 S;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;9T84I4T;;essence the gel nail polish 46 Black is Back;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;R72P3TV;;essence i love trends nail polish the nudes 04 Cup;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;92OVML1;;essence i love trends nail polish the nudes 06 Bab;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;K973YQ7;;essence the gel nail polish 42 Frozen Kiss;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;48JDTD7;;essence the gel nail polish 45 Yummiiii!;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;5V52XD8;;essence the gel nail polish 43 Girl's Best Friend;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;66AD6AC;;essence the gel nail polish 41 Kiss me, Freddy;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;E8354IW;;essence sun club 2in1 bronzing powder 10 Sunkissed;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;3HB3PNH;;essence the gel nail polish 44 On Air!;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;7R3Y3K5;;essence pure skin anti-spot mousse make-up 02 Matt;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;SGT4VQ7;;essence the gel nail polish 35 Engaged;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;HMT83Q9;;essence the gel nail polish 37 Serendipity;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;3185DVR;;essence the gel nail polish 39 Blue bubble di blue;Cosmetix;;;Houmayrah;;;;;;;
1.0;4.0;2015.0;FIATF65;FIATF650034;Pale blue wrap bodysuit;Kate Jordan Designs Cc;edit;Tops;Liezel;2015-04-01 19:41:00;;2015-04-07 00:00:00;2015-04-07 00:00:00;;;
15.0;7.0;2015.0;Y7RF481;Y7RF4810034;Black wrap bodysuit;Kate Jordan Designs Cc;edit;Tops;Liezel;2015-04-01 19:41:00;;2015-04-07 00:00:00;2015-04-07 00:00:00;;;
8.0;4.0;2015.0;X795533;;Pleat Top long sleeve CM163A- white;Cherry Melon;Cherry Melon;Maternity;Catherine;2015-04-02 15:07:00;;;;;;
8.0;4.0;2015.0;844DE97;;Pleat Top long sleeve CM163A- Black;Cherry Melon;Cherry Melon;Maternity;Catherine;2015-04-02 15:07:00;;;;;;
3.0;6.0;2015.0;H6GC3R5;;essence the gel nail polish 34 Candy Love;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;1OV6U45;;essence the gel nail polish 32 Discreet Agent;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;QH6R9KZ;;essence the gel nail polish 03 give me nude, baby!;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;IR65WD4;;essence the gel nail polish 26 Brazil Jungle;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;KCR6YUJ;;essence the gel nail polish 22 I love my blue jean;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;3IW995G;;essence the gel nail polish 19 Indigo to Go;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;6Z4C7IK;;essence the gel nail polish 21 A whisper of spring;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;DSAO584;;essence the gel nail polish 23 Wonderfuel;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;HT43X64;;essence the gel nail polish 29 #Paradise;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;OLX631G;;essence the gel nail polish 28 Hello Sunshine;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;7UV4N42;;essence the gel nail polish 25 Prince Charming;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;24AK1O9;;essence the gel nail polish 30 Let's get lost;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;N47OK5F;;essence the gel nail polish 18 I don't care;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;97DRO6X;;essence the gel nail polish 17 Juicy Love!;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;6WJOI54;;essence the gel nail polish 15 Hey, love!;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;IN28H12;;BE DELICIOUS EMPIRE APPLE EDT 50ML;Icon Beauty;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;W7X56AA;;JOOP LE BAIN EDP 40ML;Icon Beauty;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;691C5U9;;essence the gel nail polish 06 Space Queen;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;S9KM7OA;;essence the gel nail polish 07 Party Princess;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;4FSO2A5;;essence the gel nail polish 13 Forgive me;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;M396G4V;;JESSICA PARKER TWILIGHT EDP 75ML SPR - THE    LOVE;Icon Beauty;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;MLP89VZ;;essence the gel nail polish 10 true love;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;Q848684;;BE DELICIOUS URBAN VIOLET EDT 50ML;Icon Beauty;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;2LC84GZ;;essence the gel nail polish 12 Mandarine day;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;28RS2P7;;BE DELICIOUS ROOFTOP PEONY EDT 50ML;Icon Beauty;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;C55YKYV;;essence the gel nail polish 08 Whatever!;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;RA9TC12;;JOOP FEMME EDT 50ML SPRAY;Icon Beauty;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;JF883S2;;KENZO COLOUR ROSE PINK EDP 50ML    REF 97170510;Icon Beauty;;;Houmayrah;;;;;;;
17.0;6.0;2015.0;F1A54BY;;Flare mini skirt;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;RB91A29;;structured jumpsuit;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;EDM6C97;;Soft bomber jacket;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;B745N2I;;Flare mini skirt;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;Z2475Z8;;Flare mini skirt;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
3.0;6.0;2015.0;C7X863D;;PRADA AMBER EDP 50ML SPRAY;Icon Beauty;;;Houmayrah;;;;;;;
17.0;6.0;2015.0;NPN37L7;;Classic Custom Fit Golfer;Polo Distribution;Polo;Big And Tall;Craig;2015-06-03 16:13:00;;;;;;
17.0;6.0;2015.0;SHKHIO7;;Round neck Tee;Polo Distribution;Polo;Big And Tall;Craig;2015-06-03 16:13:00;;;;;;
17.0;6.0;2015.0;E2VQYUI;;Custome fit Casual shirt;Polo Distribution;Polo;Big And Tall;Craig;2015-06-03 16:13:00;;;;;;
3.0;6.0;2015.0;OHK22FC;;KENZO MADLY EDT 50ML SPRAY;Icon Beauty;;;Houmayrah;;;;;;;
17.0;6.0;2015.0;N4FKEEH;N4FKEEH000M;Castle Golfer;Pringle Of Scotland;Pringle of Scotland;Casual Wear;Craig;2015-06-05 14:17:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-19 00:00:00;2015-06-19 00:00:00;
17.0;6.0;2015.0;DD64573;DD64573000M;James 1/4 zip Jersey;Pringle Of Scotland;Pringle of Scotland;Casual Wear;Craig;2015-06-04 13:28:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-19 00:00:00;2015-06-19 00:00:00;
17.0;6.0;2015.0;G6MR177;G6MR177000M;Plymouth Double Cuff shirt;Pringle Of Scotland;Pringle of Scotland;Formal Wear;Craig;2015-06-05 14:17:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
17.0;6.0;2015.0;8H4I258;;MacMillen Straight Leg Trousers;Pringle Of Scotland;Pringle of Scotland;Big And Tall;Craig;2015-06-04 13:28:00;;;;;;
17.0;6.0;2015.0;1111B66;;PJC Crew neck Tee;Polo Distribution;Polo;;Craig;;;;;;;
17.0;6.0;2015.0;85GM14K;85GM14K0032;MacMillen Straight Leg Trousers;Pringle Of Scotland;Pringle of Scotland;;Craig;;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-19 00:00:00;2015-06-19 00:00:00;
17.0;6.0;2015.0;CL782B9;;Staley Jacket;AN Fashions;Dstruct;;Craig;;;;;;;
17.0;6.0;2015.0;L5FK31C;;structured jumpsuit;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;849LHKM;;culottes;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;J23XKXC;;culottes;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;E23C35Z;;structured jumpsuit;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;237VR56;;culottes;Kate Jordan Designs Cc;;;Clarissa;;;;;;;
17.0;6.0;2015.0;IWZH987;;Dress with zip detail;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;P96798M;;Dress with zip detail;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;2UOXQ4Y;;Bodycon with cut out detail;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;NF3127F;;Bodycon with cut out detail;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;8G69MJJ;8G69MJJ0034;T-shirt with cuffs;Pink Velvet;c(inch);Tops;Clarissa;2015-06-04 15:53:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
17.0;6.0;2015.0;9WPRG68;9WPRG680034;Colourblock t-shirt;Pink Velvet;c(inch);Tops;Clarissa;2015-05-29 15:14:00;;;;2015-06-18 00:00:00;2015-06-18 00:00:00;
17.0;6.0;2015.0;3O8JB4Y;3O8JB4Y;Midi skirt with zip;Pink Velvet;c(inch);Bottoms;Clarissa;2015-06-01 09:48:00;;;;2015-06-18 00:00:00;2015-06-18 00:00:00;
17.0;6.0;2015.0;N4SXCLY;;Dress with zip detail;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;GQ5XQY6;GQ5XQY60034;Long sleeve fold over dress;Pink Velvet;;Dresses;Clarissa;2015-06-04 13:28:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
17.0;6.0;2015.0;C2E8Y35;C2E8Y350034;Colourblock t-shirt;Pink Velvet;c(inch);Tops;Clarissa;2015-05-29 15:14:00;;;;2015-06-18 00:00:00;2015-06-18 00:00:00;
17.0;6.0;2015.0;689Z96U;689Z96U;Midi skirt with zip;Pink Velvet;c(inch);Bottoms;Clarissa;2015-06-01 09:48:00;;;;2015-06-18 00:00:00;2015-06-18 00:00:00;
17.0;6.0;2015.0;SX9LP97;;Utility dress;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;555T9YJ;;Utility dress;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;52AJ1DW;52AJ1DW0034;Colourblock t-shirt;Pink Velvet;c(inch);Tops;Clarissa;2015-05-29 15:14:00;;;;2015-06-18 00:00:00;2015-06-18 00:00:00;
17.0;6.0;2015.0;4DF9JO7;;Bodycon with cut out detail;Pink Velvet;;;Clarissa;;;;;;;
17.0;6.0;2015.0;P3L43M8;P3L43M80034;Long sleeve fold over dress;Pink Velvet;c(inch);Dresses;Clarissa;2015-06-04 13:28:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
17.0;6.0;2015.0;DV62UEG;DV62UEG0034;T-shirt with cuffs;Pink Velvet;c(inch);Tops;Clarissa;2015-06-04 15:53:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
1.0;7.0;2015.0;62E3857;62E385700NA;Box of 9 floating candles;Antonia Maria Zorbus;;Candle And Home Fragrances;KellyLee;2015-06-01 16:02:00;;;;;2015-06-03 00:00:00;
8.0;7.0;2015.0;B7D8VLW;;Crop top;Trigger Clothing;c(inch);;Clarissa;;;;;;;
1.0;7.0;2015.0;7NZPXSF;7NZPXSF00NA;Box of 9 floating candles;Antonia Maria Zorbus;;Candle And Home Fragrances;KellyLee;2015-06-01 16:02:00;;;;2015-06-03 00:00:00;2015-06-03 00:00:00;
17.0;6.0;2015.0;39K8DS7;39K8DS70034;Sleeveless coat;Fortune;Fortune;Jacket & Knitwear;JeanneMarie;2015-06-02 09:36:00;;;;2015-06-18 00:00:00;2015-06-18 00:00:00;
24.0;6.0;2015.0;WSGU271;WSGU271;Cowl neck Poncho;Michelle Ludek;MICHELLE LUDEK;Jacket & Knitwear;JeanneMarie;2015-06-02 00:00:00;;;;2015-05-22 00:00:00;2015-05-22 00:00:00;
8.0;7.0;2015.0;8Y4N91L;;Flare mini skirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;4KB3V38;;Printed flare dress;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;1LW94QS;;Lazer cut out blouse;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;O3BADS1;;Printed maxi skirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;8EC93CT;;Printed flare mini skirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;W6R966D;;Printed maxi skirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;T9JCW61;;Lazer cut t-shirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;44P2SC6;;3/4 sleeve mini dress;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;4O3TIX4;;Lazer cut out blouse;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;J55I83W;;Lazer cut out blouse;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;625KV29;;Printed flare dress;Pink Velvet;;;Clarissa;;;;;;;
24.0;6.0;2015.0;FS9FXXI;FS9FXXI;Spot Print Blouse;Five Legends Clothing (Pty)Ltd;Five Legends;Tops;JeanneMarie;2015-06-11 13:28:00;;;;2015-06-24 16:42:00;2015-06-24 16:42:00;
8.0;7.0;2015.0;YXMCG51;;Flare mini skirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;BSF2WJS;;Flare dress;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;1AS9343;;3/4 sleeve mini dress;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;E1AT44D;;3/4 sleeve mini dress;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;IXIKT82;;Mesh inset t-shirt;Trigger Clothing;c(inch);;Clarissa;;;;;;;
8.0;7.0;2015.0;OPKU1M7;;Mesh inset mini dress;Trigger Clothing;c(inch);;Clarissa;;;;;;;
8.0;7.0;2015.0;M92E27Y;;Lazer cut t-shirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;3L8295W;;Mesh inset mini dress;Trigger Clothing;c(inch);;Clarissa;;;;;;;
8.0;7.0;2015.0;15CEP78;;Mesh inset t-shirt;Trigger Clothing;c(inch);;Clarissa;;;;;;;
10.0;6.0;2015.0;DHXD554;;Floating energy waves shirt dress;Selfi;SELFI;;Megan;2015-06-04 15:53:00;;;;;;
8.0;7.0;2015.0;172HIYJ;;Lazer cut t-shirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;4DDPK8V;;Crop top;Trigger Clothing;c(inch);;Clarissa;;;;;;;
8.0;7.0;2015.0;QI78UDV;;Printed sweatshirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;V2Z98T6;;Colourblock knitted dress;Chapatti Trading;;;Clarissa;;;;;;;
8.0;7.0;2015.0;N6H6KU9;;Printed sweatshirt;Pink Velvet;;;Clarissa;;;;;;;
8.0;7.0;2015.0;91M85YL;;Colourblock knitted dress;Chapatti Trading;;;Clarissa;;;;;;;
8.0;7.0;2015.0;7231GZQ;;Colourblock knitted dress;Chapatti Trading;;;Clarissa;;;;;;;
1.0;7.0;2015.0;AHL28LF;;Classic Cardi - Button Up;Chapatti;edit;;Catherine;;;;;;;
3.0;6.0;2015.0;3YU23O4;;Drapped wrap shirt;Shanny Clothing;c(inch);;Catherine;;;;;;;
1.0;7.0;2015.0;658KQ84;;Drapped wrap shirt;Shanny Clothing;;;Catherine;;;;;;;
1.0;7.0;2015.0;3426OPL;;Classic Cardi - Button Up;Chapatti;edit;;Catherine;;;;;;;
3.0;6.0;2015.0;IU2J566;;Drapped wrap shirt;Shanny Clothing;c(inch);;Catherine;;;;;;;
3.0;6.0;2015.0;AD98657;AD986570042;Pannel lace tee with long sleeve;Shanny Clothing;c(inch);Plus Size;Catherine;2015-06-01 14:04:00;;;;2015-06-24 16:42:00;2015-06-24 16:42:00;
8.0;7.0;2015.0;22213IS;;3/4 Sleeve Blouse with Drape detail;Shanny Clothing;;;Catherine;;;;;;;
10.0;6.0;2015.0;38G48HC;38G48HC0042;Layered maxi dress with 3/4 sleeve;Shanny Clothing;c(inch);Plus Size;Catherine;2015-06-23 13:55:00;;2015-06-04 00:00:00;2015-06-04 00:00:00;2015-06-24 16:42:00;2015-06-24 16:42:00;
10.0;6.0;2015.0;EX7O344;;Layered maxi dress with 3/4 sleeve;Shanny Clothing;edit;Plus Size;Catherine;2015-06-04 16:18:00;;;;;;
10.0;6.0;2015.0;8PG4O92;8PG4O920042;Drapped knit cardi;Shanny Clothing;c(inch);Plus Size;Catherine;2015-06-02 13:53:00;;2015-06-04 00:00:00;2015-06-04 00:00:00;2015-06-24 16:42:00;2015-06-24 16:42:00;
8.0;7.0;2015.0;79G9WEH;;Tunic Tee with 3/4 sleeve;Shanny Clothing;edit;Plus Size;Catherine;2015-06-04 16:18:00;;;;;;
15.0;7.0;2015.0;6QBUGIJ;; wrap front dress with 3/4 Sleeve;Shanny Clothing;edit;Plus Size;Catherine;2015-06-04 16:18:00;;;;;;
10.0;6.0;2015.0;LKULI51;LKULI51;Drapped knit cardi;Shanny Clothing;c(inch);Plus Size;Catherine;2015-06-02 13:53:00;;;;2015-06-24 16:42:00;2015-06-24 16:42:00;
10.0;6.0;2015.0;H63769S;H63769S;Layered Tunic 3/4 sleeve;Shanny Clothing;c(inch);Plus Size;Catherine;2015-06-02 13:53:00;;;;2015-06-24 16:42:00;2015-06-24 16:42:00;
10.0;6.0;2015.0;R7656B8;R7656B80042;Drapped knit cardi;Shanny Clothing;c(inch);Plus Size;Catherine;2015-06-02 13:53:00;;2015-06-04 00:00:00;2015-06-04 00:00:00;2015-06-24 16:42:00;2015-06-24 16:42:00;
10.0;6.0;2015.0;R7A8MML;R7A8MML;Layered Tunic 3/4 sleeve;Shanny Clothing;c(inch);Plus Size;Catherine;2015-06-02 13:53:00;;;;2015-06-24 16:42:00;2015-06-24 16:42:00;
15.0;7.0;2015.0;8XBB98T;; wrap front dress with 3/4 Sleeve;Shanny Clothing;edit;Plus Size;Catherine;2015-06-04 16:18:00;;;;;;
8.0;7.0;2015.0;94V48C6;;Tunic Tee with 3/4 sleeve;Shanny Clothing;edit;Plus Size;Catherine;2015-06-04 16:18:00;;;;;;
6.0;5.0;2015.0;9SK536B;;BULGARI BLACK EDT 40ML SPR;Icon Beauty;;;Houmayrah;;;;;;;
24.0;6.0;2015.0;368364W;368364W0034;Organza ball gown;Afrodizzy;AfroDizzy;Wedding;Khanitah;2015-06-22 14:24:00;;2015-06-23 15:59:00;2015-06-23 15:59:00;;;2015-06-22 16:12:00
10.0;6.0;2015.0;ETOD2BK;;Inverted pleat top;Cherry Melon;Cherry Melon;;Catherine;;;;;;;
24.0;6.0;2015.0;E9M5J9J;;Cocktail Wrap Dress- Ink ;Cherry Melon;Cherry Melon;;Catherine;;;;;;;
24.0;6.0;2015.0;59XIXP6;59XIXP6000M;Belted Viscose Dress CM213A  -Denim Aztec;Cherry Melon;Cherry Melon;Maternity;Catherine;2015-06-10 10:40:00;;2015-06-11 00:00:00;2015-06-11 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
19.0;8.0;2015.0;M893V19;;Black stack heel;Universal Footwear;ZOOM;;Kristy;;;;;;;
10.0;6.0;2015.0;R89YO98;R89YO98000M;Jogger - Black & Camel CM111-VL;Cherry Melon;Cherry Melon;Maternity;Catherine;2015-06-10 10:40:00;;2015-06-11 00:00:00;2015-06-11 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
24.0;6.0;2015.0;BZ7N7I4;BZ7N7I40034;Lace and chiffon gown;Afrodizzy;AfroDizzy;Wedding;Khanitah;2015-06-22 14:24:00;;2015-06-23 15:59:00;2015-06-23 15:59:00;;;2015-06-22 16:12:00
19.0;8.0;2015.0;5Z7DSUL;;Mesh pointy heels;Universal Footwear;ZOOM;;Kristy;;;;;;;
24.0;6.0;2015.0;U8T4B31;U8T4B310034;Metalic jaquard jacket and dress set;Afrodizzy;AfroDizzy;Wedding;Khanitah;2015-06-22 14:24:00;;2015-06-23 15:59:00;2015-06-23 15:59:00;;;2015-06-22 16:12:00
24.0;6.0;2015.0;7519JB3;7519JB30034;Metalic jaquard jacket and dress set;Afrodizzy;AfroDizzy;Wedding;Khanitah;2015-06-22 14:24:00;;2015-06-23 15:59:00;2015-06-23 15:59:00;;;2015-06-22 16:12:00
19.0;8.0;2015.0;5LHF273;;Pointy mesh pump;Universal Footwear;ZOOM;;Kristy;;;;;;;
19.0;8.0;2015.0;166YLW5;;T-Bar back strap crinkle sandal;Universal Footwear;ZOOM;;Kristy;;;;;;;
24.0;6.0;2015.0;8K6NPM3;8K6NPM30034;Wrap dress;Sway;Sway;Dresses;JeanneMarie;2015-06-09 13:40:00;;2015-06-11 00:00:00;2015-06-11 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
19.0;8.0;2015.0;X66146V;;Black & White side open pointy heel;Universal Footwear;ZOOM;;Kristy;;;;;;;
19.0;8.0;2015.0;K97G3Z9;;Slip in Heel;Universal Footwear;ZOOM;;Kristy;;;;;;;
19.0;8.0;2015.0;73P8NHF;;Nude platform pointy heel;Universal Footwear;ZOOM;;Kristy;;;;;;;
19.0;8.0;2015.0;2I98629;;Patent point court Nude;Universal Footwear;ZOOM;;Kristy;;;;;;;
19.0;8.0;2015.0;5774V71;;Patent point court;Universal Footwear;ZOOM;;Kristy;;;;;;;
24.0;6.0;2015.0;A67J26T;A67J26T;Flute Dress;Blaklisted Clothing;Blaklisted;Dresses;JeanneMarie;2015-06-04 15:34:00;;;;2015-06-22 16:12:00;2015-06-22 16:12:00;
10.0;6.0;2015.0;8SE93JR;8SE93JR0034;Mesh jacket;Jacoba;Jacoba;Wedding;Khanitah;2015-06-02 13:53:00;;2015-06-04 00:00:00;2015-06-04 00:00:00;2015-06-18 00:00:00;2015-06-18 00:00:00;
24.0;6.0;2015.0;1Q43K5Z;1Q43K5Z000M;Sequin Dress;Blaklisted Clothing;Blaklisted;Dresses;JeanneMarie;2015-06-04 15:34:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-22 16:12:00;2015-06-22 16:12:00;
13.0;5.0;2015.0;7651Y45;;Benn Jacket;Scottish Knitwear Group;Ben Sherman;Casual Wear;Craig;2015-05-28 11:09:00;;;;;;
22.0;4.0;2015.0;Z5442C9;;Stovepipe Jeans;Crucial Trade;Sergeant Pepper;;Craig;;;;;;;
3.0;6.0;2015.0;P47AZ6X;P47AZ6X;Side Gauge Top Long Sleeve - CM 170A-Black;Cherry Melon;Cherry Melon;Maternity;Catherine;2015-05-21 14:10:00;;;;2015-06-18 00:00:00;;
3.0;6.0;2015.0;9B8HJ69;;essence the gel nail polish 16 Fame Fatal;Cosmetix;;;Houmayrah;;;;;;;
3.0;6.0;2015.0;Y4EU9PM;Y4EU9PM0007;Quilted boot;Queue Shoes;Queue shoes;Boots;Kristy;2015-06-02 16:03:00;;2015-06-04 00:00:00;2015-06-04 00:00:00;2015-06-08 00:00:00;2015-06-08 00:00:00;
15.0;4.0;2015.0;OQJ46WW;;DAKOTA STRAP ANKLE BOOT;Watson shoes;Franco Gemelli;Boots;Kristy;2015-04-09 10:10:00;;;;;;
8.0;4.0;2015.0;UMNU1LN;UMNU1LN0034;Milk/Black colour block pencil skirt;Posse Clothing;edit;Bottoms;Liezel;2015-04-01 17:15:00;;2015-04-07 00:00:00;2015-04-07 00:00:00;;;
17.0;6.0;2015.0;HO311MK;;Oswaldo Tee;AN Fashions;Pride & Soul;Casual Wear;Craig;2015-05-25 13:56:00;;;;;;
8.0;7.0;2015.0;O5XT173;;Our Madiba: Stories and reflections from those who;NB PUBLISHERS;NB Publishers;Books;KellyLee;2015-06-23 14:22:00;;;;;;
27.0;5.0;2015.0;74ICPE6;74ICPE6000M;Butan Tribal Sweatpants;LSJ Clothing and Merchandising;Butan;Casual Wear;Bukiwe;2015-06-04 13:28:00;;2015-06-09 00:00:00;2015-06-09 00:00:00;2015-06-19 00:00:00;2015-06-19 00:00:00;
